dupl_subject_id,single_subject_id
40161073,39384688
40161082,39384689
40161086,39384690
40161093,39384691
40161099,39384692
40161109,39384693
40161117,39384694
40161123,39384695
40161128,39384696
40161138,39384697
40161145,39384698
40161153,39384699
40161159,39384700
40161165,39384701
40161176,39384702
40161181,39384703
40161186,39384704
40161193,39384705
40161200,39384706
40161210,39384707
40161215,39384708
40161224,39384709
40161229,39384710
40161237,39384711
40161242,39384712
40161252,39384713
40161256,39384714
40161259,39384715
40161266,39384716
40161277,39384717
40161281,39384718
40161292,39384719
40161296,39384720
40161301,39384721
40161314,39384722
40161318,39384723
40161324,39384724
40161331,39384725
40161337,39384726
40161343,39384727
40161346,39384728
40161355,39384729
40161359,39384730
40161364,39384731
40161376,39384732
40161385,39384733
40161389,39384734
40161392,39384735
40161402,39384736
40161414,39384737
40161420,39384738
40161426,39384739
40161433,39384740
40161441,39384741
40161447,39384742
40161453,39384743
40161460,39384744
40161464,39384745
40161474,39384746
40161483,39384747
40161488,39384748
40161495,39384749
40161502,39384751
40161515,39384750
40161519,39384752
40161523,39384753
40161532,39384754
40161539,39384755
40161545,39384756
40161554,39384757
40161563,39384759
40161570,39384758
40161578,39384760
40161585,39384761
40166904,39384175
40166912,39384176
40166922,39384178
40166929,39384177
40166934,39384179
40166941,39384181
40166951,39384180
40166957,39384182
40166962,39384183
40166970,39384184
40166981,39384186
40166984,39384185
40166990,39384187
40166997,39384188
40167004,39384189
40167010,39384190
40167021,39384191
40167029,39384192
40167035,39384193
40167043,39384194
40167050,39384195
40167057,39384196
40167063,39384197
40167072,39384198
40167079,39384199
40167084,39384200
40167091,39384202
40167100,39384201
40167108,39384203
40167115,39384204
40167123,39384205
40167131,39384206
40167137,39384207
40167142,39384208
40167148,39384209
40167152,39384210
40167160,39384211
40167168,39384212
40167174,39384213
40167178,39384214
40167182,39384215
40167186,39384216
40167192,39384217
40167197,39384218
40167202,39384219
40167208,39384220
40167215,39384221
40167221,39384222
40167226,39384223
40167231,39384224
40167236,39384225
40167245,39384226
40167252,39384228
40167258,39384227
40167263,39384229
40167270,39384230
40167279,39384231
40167288,39384232
40167294,39384233
40167302,39384234
40167307,39384235
40167316,39384236
40167322,39384237
40167330,39384238
40167338,39384239
40167344,39384240
40167352,39384241
40167360,39384242
40167365,39384243
40167371,39384244
40167376,39384245
40167384,39384247
40167390,39384248
40167397,39384246
40167406,39384249
40167411,39384250
40167420,39384251
40167427,39384252
40167433,39384253
40167438,39384254
40167446,39384255
40167457,39384256
40167462,39384258
40167465,39384257
40167469,39384259
40167480,39384260
40167488,39384261
40167497,39384262
40167506,39384263
40167513,39384264
40167517,39384265
40167522,39384266
40167531,39384268
40167543,39384267
40167549,39384269
40167557,39384270
40167561,39384272
40167568,39384271
40167579,39384273
40167585,39384274
40167590,39384275
40167596,39384276
40167604,39384277
40167613,39384278
40167617,39384279
40167623,39384280
40167627,39384281
40167636,39384282
40167641,39384283
40167648,39384284
40167654,39384285
40167661,39384286
40167669,39384287
40167673,39384288
40167680,39384289
40167689,39384290
40167695,39384291
40167700,39384292
40167708,39384293
40167715,39384294
40167723,39384295
40167727,39384296
40167734,39384297
40167743,39384298
40167748,39384299
40167758,39384300
40167763,39384301
40167770,39384302
40167782,39384303
40167789,39384304
40167799,39384305
40167806,39384306
40167818,39384307
40167823,39384308
40167828,39384309
40167841,39384310
40167846,39384311
40167855,39384312
40167864,39384313
40167871,39384314
40167882,39384315
40167885,39384316
40167894,39384317
40167906,39384319
40167910,39384318
40167915,39384320
40167920,39384321
40167927,39384322
40167936,39384324
40167942,39384323
40167948,39384325
40167955,39384326
40167964,39384327
40167971,39384328
40167978,39384329
40167983,39384330
40167990,39384331
40168001,39384332
40168007,39384334
40168015,39384333
40168023,39384335
40168030,39384336
40168039,39384337
40168048,39384338
40168053,39384339
40168061,39384340
40168066,39384341
40168076,39384342
40168086,39384343
40168092,39384344
40168097,39384345
40168106,39384346
40168115,39384347
40168123,39384348
40168129,39384349
40168137,39384350
40168146,39384351
40168152,39384352
40168160,39384353
40168167,39384354
40168170,39384355
40168173,39384356
40168239,38166929
40168245,38166930
40168251,38166931
40168257,38166932
40168263,38166933
40168269,38166934
40168275,38166935
40168281,38166936
40168287,38166937
40168293,38166938
40168299,38166939
40168305,38166940
40168311,38166941
40168317,38166942
40168324,38166943
40168329,38166944
40168334,38166877
40168340,38166876
40168346,38166878
40168352,38166879
40168358,38166880
40168364,38166881
40168370,38166882
40168376,38166883
40168382,38166884
40168388,38166885
40168394,38166886
40168400,38166887
40168406,38166888
40168412,38166889
40168418,38166890
40168424,38166891
40168430,38166892
40168436,38166893
40168442,38166894
40168448,38166895
40168454,38166897
40168460,38166896
40168466,38166898
40168472,38166899
40168478,38166900
40168484,38166901
40168490,38166902
40168496,38166903
40168502,38166904
40168508,38166905
40168514,38166906
40168520,38166907
40168526,38166908
40168532,38166909
40168538,38166910
40168544,38166911
40168551,38166912
40168556,38166913
40168562,38166914
40168568,38166915
40168574,38166916
40168580,38166917
40168586,38166918
40168592,38166919
40168598,38166920
40168604,38166921
40168610,38166922
40168616,38166923
40168622,38166924
40168628,38166925
40168634,38166926
40168640,38166927
40168646,38166928
40168652,39384762
40168655,39384764
40168658,39384763
40168661,39384765
40168664,39384766
40168667,39384767
40168670,39384769
40168673,39384768
40168677,39384770
40168679,39384771
40168682,39384772
40168685,39384773
40168687,39384774
40168691,39384775
40168694,39384776
40168697,39384777
40168700,39384778
40168703,39384779
40168705,39384780
40168709,39384781
40168712,39384782
40168715,39384783
40168718,39384784
40168721,39384785
40168724,39384786
40168727,39384787
40168730,39384788
40168733,39384789
40168736,39384791
40168739,39384790
40168742,39384792
40168745,39384793
40168748,39384794
40168751,39384796
40168753,39384795
40168756,39384797
40168759,39384798
40168762,39384799
40168765,39384800
40168768,39384801
40168771,39384802
40168774,39384803
40168777,39384804
40168780,39384805
40168783,39384806
40168786,39384807
40168789,39384808
40168791,39384809
40168795,39384810
40168799,39384811
40168801,39384812
40168804,39384813
40168807,39384814
40168810,39384815
40168812,39384816
40168816,39384817
40168819,39384818
40168822,39384819
40168825,39384820
40168828,39384821
40168831,39384822
40168833,39384823
40168836,39384824
40168839,39384825
40168842,39384826
40168845,39384827
40168847,39384828
40168851,39384829
40168854,39384830
40168857,39384831
40168860,39384832
40168863,39384833
40168866,39384834
40168869,39384835
40168872,39384836
40168875,39384837
40168878,39384838
40168881,39384839
40168884,39384840
40168887,39384841
40168890,39384842
40168893,39384843
40168896,39384844
40168899,39384845
40168902,39384846
40168905,39384847
40168907,39384848
40168911,39384849
40168914,39384850
40168918,39384851
40168920,39384853
40168923,39384852
40168926,39384854
40168929,39384855
40168932,39384856
40168935,39384857
40168937,39384858
40168941,39384859
40168944,39384860
40168947,39384861
40168950,39384862
40168953,39384863
40168956,39384864
40168959,39384865
40168962,39384866
40168965,39384867
40168968,39384868
40168971,39384869
40168974,39384870
40168977,39384871
40168980,39384872
40168983,39384873
40168986,39384874
40168988,39384875
40168991,39384876
40168994,39384877
40168997,39384878
40169000,39384879
40169003,39384880
40169006,39384881
40169009,39384882
40169012,39384883
40169015,39384884
40169018,39384885
40169021,39384886
40169024,39384887
40169027,39384888
40169030,39384889
40169033,39384890
40169036,39384891
40169039,39384892
40169042,39384893
40169045,39384894
40169048,39384895
40169051,39384896
40169054,39384897
40169057,39384898
40169060,39384899
40169063,39384900
40169066,39384901
40169069,39384902
40169072,39384903
40169075,39384904
40169078,39384905
40169081,39384906
40169084,39384907
40169087,39384908
40169090,39384909
40169093,39384910
40169096,39384911
40169099,39384912
40169102,39384913
40169105,39384914
40169108,39384915
40169111,39384916
40169114,39384917
40169117,39384918
40169120,39384919
40169123,39384920
40169126,39384921
40169129,39384922
40169132,39384923
40169135,39384924
40169138,39384925
40169141,39384926
40169144,39384927
40169147,39384928
40169150,39384929
40169154,39384930
40169156,39384931
40169159,39384932
40169162,39384933
40169165,39384934
40169169,39384935
40169171,39384936
40169174,39384937
40169177,39384938
40169180,39384939
40169183,39384940
40169185,39384941
40169188,39384942
40169192,39384943
40169195,39384944
40169400,39384357
40169403,39384358
40169406,39384359
40169409,39384360
40169412,39384361
40169415,39384362
40169418,39384363
40169421,39384364
40169424,39384365
40169427,39384366
40169430,39384367
40169433,39384368
40169436,39384369
40169439,39384370
40169442,39384371
40169445,39384372
40169448,39384373
40169451,39384374
40169454,39384375
40169457,39384376
40169460,39384377
40169463,39384378
40169466,39384379
40169469,39384380
40169472,39384381
40169475,39384382
40169478,39384383
40169482,39384384
40169484,39384385
40169487,39384386
40169490,39384387
45881210,45881210
45881211,45881211
45881214,45881214
45881215,45881215
45881242,45881210
45881243,45881211
45881254,45881214
45881255,45881215
45881282,45881282
45881283,45881283
45881316,45881282
45881317,45881283
45881372,45881372
45881373,45881373
45881374,45881374
45881375,45881375
45881392,45881372
45881393,45881373
45881396,45881374
45881397,45881375
45881446,45881446
45881448,45881448
45881449,45881449
45881450,45881450
45881451,45881451
45881465,45881446
45881468,45881448
45881469,45881449
45881474,45881450
45881475,45881451
46109008,46109008
46109009,46109009
46109022,46109008
46109023,46109009
46109070,46109070
46109072,46109072
46109073,46109073
46109074,46109074
46109089,46109070
46109091,46109072
46109106,46109073
46109108,46109074
46109154,46109154
46109155,46109155
46109156,46109156
46109157,46109157
46109166,46109154
46109167,46109155
46109170,46109156
46109171,46109157
46109180,46109180
46109181,46109181
46109184,46109180
46109185,46109181
46109194,46109194
46109197,46109194
